show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s1785,Movie,Title_1785,Director_250,"Actor_777, Actor_227, Actor_298, Actor_250, Actor_354",France,"February 06, 2021",2013,R,142 min,"Anime Series, Docuseries",Description for Title_1785
s1786,TV Show,Title_1786,Director_54,"Actor_30, Actor_339, Actor_203",India,"May 21, 2017",2011,R,7 Seasons,"Romantic Movies, International Movies, Sci-Fi & Fantasy",Description for Title_1786
s1787,Movie,Title_1787,Director_358,Actor_74,United States,"April 01, 2009",1968,TV-PG,164 min,"Thrillers, Documentaries, Reality TV",Description for Title_1787
s1788,Movie,Title_1788,Director_419,"Actor_360, Actor_393, Actor_595, Actor_950, Actor_729",Brazil,"March 24, 2009",1988,R,134 min,"Documentaries, Anime Series, Action & Adventure",Description for Title_1788
s1789,Movie,Title_1789,Director_392,"Actor_888, Actor_961, Actor_368, Actor_3, Actor_736",South Korea,"March 08, 2008",1981,R,86 min,"Stand-Up Comedy, Anime Series",Description for Title_1789
s1790,Movie,Title_1790,Director_238,"Actor_327, Actor_379, Actor_674, Actor_105, Actor_207",United Kingdom,"March 13, 2019",1968,PG-13,178 min,"Dramas, Crime TV Shows, Docuseries",Description for Title_1790
s1791,Movie,Title_1791,Director_144,,France,"February 05, 2013",1948,TV-MA,163 min,"Children & Family Movies, Action & Adventure, Comedies",Description for Title_1791
s1792,TV Show,Title_1792,,Actor_360,United States,"December 07, 2012",1964,TV-14,4 Seasons,"Stand-Up Comedy, Action & Adventure",Description for Title_1792
s1793,Movie,Title_1793,,,United Kingdom,"August 09, 2021",2005,TV-MA,165 min,Reality TV,Description for Title_1793
s1794,Movie,Title_1794,,"Actor_91, Actor_24, Actor_478, Actor_846",United States,"June 28, 2020",1970,TV-14,67 min,"Sci-Fi & Fantasy, Comedies, Reality TV",Description for Title_1794
s1795,Movie,Title_1795,Director_310,Actor_652,United States,"May 24, 2017",2002,R,105 min,"Crime TV Shows, Documentaries, Stand-Up Comedy",Description for Title_1795
s1796,Movie,Title_1796,Director_22,"Actor_625, Actor_356, Actor_507",Japan,"May 07, 2008",1985,R,159 min,"Reality TV, Dramas",Description for Title_1796
s1797,TV Show,Title_1797,Director_415,Actor_519,Thailand,"March 21, 2021",2010,R,4 Seasons,"Anime Series, Crime TV Shows, Reality TV",Description for Title_1797
s1798,Movie,Title_1798,,"Actor_282, Actor_485, Actor_579",India,"June 22, 2018",1968,TV-14,119 min,"Comedies, Romantic Movies",Description for Title_1798
s1799,Movie,Title_1799,Director_301,Actor_690,United States,"June 21, 2011",1953,R,62 min,"Sci-Fi & Fantasy, Children & Family Movies",Description for Title_1799
s1800,Movie,Title_1800,Director_409,Actor_301,Japan,"December 24, 2018",1958,TV-14,63 min,"Crime TV Shows, Romantic Movies, Sci-Fi & Fantasy",Description for Title_1800
s1801,TV Show,Title_1801,Director_190,"Actor_165, Actor_330, Actor_368, Actor_8, Actor_1",Turkey,"November 08, 2010",1978,TV-G,2 Seasons,Docuseries,Description for Title_1801
s1802,TV Show,Title_1802,Director_267,,Mexico,"March 27, 2018",1975,TV-14,2 Seasons,Children & Family Movies,Description for Title_1802
s1803,Movie,Title_1803,Director_473,,Brazil,"January 02, 2009",1977,TV-PG,88 min,"Anime Series, Stand-Up Comedy",Description for Title_1803
s1804,Movie,Title_1804,Director_355,"Actor_229, Actor_310, Actor_597, Actor_752, Actor_73",United Kingdom,"February 17, 2015",1947,PG-13,62 min,"Stand-Up Comedy, Sci-Fi & Fantasy",Description for Title_1804
s1805,Movie,Title_1805,Director_388,"Actor_708, Actor_96",Mexico,"March 25, 2015",1973,TV-Y7,157 min,"International Movies, Dramas",Description for Title_1805
s1806,TV Show,Title_1806,Director_116,"Actor_880, Actor_334, Actor_216, Actor_96, Actor_909",United States,"June 08, 2021",2014,TV-14,9 Seasons,"Sci-Fi & Fantasy, International Movies",Description for Title_1806
s1807,Movie,Title_1807,Director_174,"Actor_662, Actor_575, Actor_715, Actor_576",United States,"February 28, 2008",1963,TV-14,64 min,"Horror Movies, Comedies, Thrillers",Description for Title_1807
s1808,Movie,Title_1808,Director_88,"Actor_520, Actor_205, Actor_428, Actor_270, Actor_767",India,"August 27, 2019",1951,TV-14,152 min,"Dramas, Children & Family Movies, Docuseries",Description for Title_1808
s1809,Movie,Title_1809,Director_201,"Actor_3, Actor_266, Actor_871, Actor_410, Actor_738",United Kingdom,"April 12, 2008",1970,TV-14,164 min,Stand-Up Comedy,Description for Title_1809
s1810,Movie,Title_1810,,"Actor_853, Actor_365",Thailand,"July 12, 2021",1952,R,64 min,"Documentaries, Comedies, Sci-Fi & Fantasy",Description for Title_1810
s1811,Movie,Title_1811,Director_77,Actor_612,Turkey,"May 04, 2020",2007,TV-G,176 min,Children & Family Movies,Description for Title_1811
s1812,TV Show,Title_1812,Director_292,"Actor_562, Actor_220, Actor_662",United States,"February 24, 2010",1997,TV-MA,4 Seasons,"Action & Adventure, Dramas",Description for Title_1812
s1813,Movie,Title_1813,Director_261,"Actor_177, Actor_213, Actor_573, Actor_948",United States,"September 18, 2019",1999,TV-PG,72 min,"Anime Series, Romantic Movies",Description for Title_1813
s1814,Movie,Title_1814,Director_270,,India,"October 20, 2018",1993,TV-Y,149 min,"Thrillers, Action & Adventure, Romantic Movies",Description for Title_1814
s1815,Movie,Title_1815,Director_198,"Actor_549, Actor_701, Actor_138, Actor_569, Actor_473",United States,"September 12, 2014",2002,TV-MA,132 min,Dramas,Description for Title_1815
s1816,TV Show,Title_1816,Director_240,,France,"August 14, 2010",1958,TV-14,4 Seasons,"Romantic Movies, Thrillers",Description for Title_1816
s1817,Movie,Title_1817,,"Actor_890, Actor_789",Taiwan,"May 26, 2015",1971,TV-Y,154 min,"Thrillers, Docuseries",Description for Title_1817
s1818,TV Show,Title_1818,,Actor_160,Egypt,"March 12, 2009",2013,TV-Y7,5 Seasons,Reality TV,Description for Title_1818
s1819,Movie,Title_1819,,,Japan,"June 23, 2014",1978,TV-PG,151 min,"Sci-Fi & Fantasy, Reality TV, Thrillers",Description for Title_1819
s1820,Movie,Title_1820,,"Actor_616, Actor_118, Actor_604",Italy,"November 14, 2020",1946,TV-MA,163 min,Children & Family Movies,Description for Title_1820
s1821,Movie,Title_1821,Director_221,,United Kingdom,"May 11, 2009",1967,TV-MA,137 min,"Thrillers, Dramas",Description for Title_1821
s1822,Movie,Title_1822,Director_80,"Actor_621, Actor_888",United States,"September 28, 2011",2011,TV-PG,147 min,"Dramas, Anime Series",Description for Title_1822
s1823,Movie,Title_1823,,"Actor_673, Actor_450, Actor_400, Actor_694",United Kingdom,"November 05, 2015",2021,TV-MA,101 min,Stand-Up Comedy,Description for Title_1823
s1824,TV Show,Title_1824,Director_405,"Actor_53, Actor_263, Actor_245, Actor_17, Actor_986",Canada,"January 25, 2013",1942,TV-MA,6 Seasons,"Stand-Up Comedy, Action & Adventure",Description for Title_1824
s1825,Movie,Title_1825,Director_199,"Actor_540, Actor_653, Actor_37",Mexico,"October 19, 2010",1950,PG-13,106 min,"Dramas, Docuseries, Documentaries",Description for Title_1825
s1826,Movie,Title_1826,,,United States,"July 27, 2016",2012,PG-13,107 min,Stand-Up Comedy,Description for Title_1826
s1827,Movie,Title_1827,,"Actor_142, Actor_907",India,"October 15, 2015",2005,PG,157 min,Anime Series,Description for Title_1827
s1828,TV Show,Title_1828,Director_58,"Actor_827, Actor_639",India,"January 29, 2012",2020,TV-MA,8 Seasons,Crime TV Shows,Description for Title_1828
s1829,TV Show,Title_1829,,"Actor_292, Actor_115, Actor_155",Egypt,"May 23, 2014",1965,TV-MA,8 Seasons,"Docuseries, Action & Adventure, Children & Family Movies",Description for Title_1829
s1830,Movie,Title_1830,Director_371,,India,"February 19, 2020",1946,PG,83 min,Comedies,Description for Title_1830
s1831,TV Show,Title_1831,Director_436,"Actor_351, Actor_893, Actor_236",Mexico,"April 12, 2017",1992,PG-13,1 Seasons,"Romantic Movies, Comedies",Description for Title_1831
s1832,Movie,Title_1832,Director_50,,Mexico,"July 21, 2008",1979,PG,169 min,Reality TV,Description for Title_1832
s1833,Movie,Title_1833,Director_147,"Actor_420, Actor_253, Actor_826",United States,"August 18, 2008",1970,NR,148 min,"Stand-Up Comedy, Romantic Movies, Anime Series",Description for Title_1833
s1834,TV Show,Title_1834,,"Actor_580, Actor_385",Canada,"December 13, 2017",1987,TV-Y,3 Seasons,"Children & Family Movies, Thrillers",Description for Title_1834
s1835,TV Show,Title_1835,Director_484,"Actor_65, Actor_729, Actor_147, Actor_811",Taiwan,"July 25, 2016",1993,TV-PG,7 Seasons,Romantic Movies,Description for Title_1835
s1836,Movie,Title_1836,,Actor_187,United Kingdom,"May 15, 2015",1987,TV-14,90 min,Stand-Up Comedy,Description for Title_1836
s1837,Movie,Title_1837,,"Actor_967, Actor_533, Actor_734, Actor_25",Argentina,"July 23, 2017",2016,TV-PG,130 min,"Crime TV Shows, Reality TV, Horror Movies",Description for Title_1837
s1838,Movie,Title_1838,Director_19,,United States,"February 10, 2016",2009,R,110 min,Action & Adventure,Description for Title_1838
s1839,TV Show,Title_1839,,"Actor_675, Actor_323, Actor_977, Actor_25",United States,"May 16, 2014",2000,TV-14,7 Season,"Children & Family Movies, Dramas, Reality TV",Description for Title_1839
s1840,Movie,Title_1840,Director_350,"Actor_736, Actor_332, Actor_132, Actor_490",Taiwan,"June 05, 2021",1951,PG-13,176 min,"Children & Family Movies, Thrillers",Description for Title_1840
s1841,Movie,Title_1841,Director_377,"Actor_902, Actor_865, Actor_263",Italy,"June 27, 2020",1945,TV-MA,116 min,"Anime Series, Action & Adventure, Sci-Fi & Fantasy",Description for Title_1841
s1842,Movie,Title_1842,,"Actor_915, Actor_69, Actor_436",Philippines,"August 16, 2015",1993,PG-13,109 min,Dramas,Description for Title_1842
s1843,Movie,Title_1843,Director_337,"Actor_263, Actor_104, Actor_173",Japan,"March 14, 2010",2015,TV-MA,174 min,Comedies,Description for Title_1843
s1844,Movie,Title_1844,Director_373,"Actor_133, Actor_522",Argentina,"December 10, 2019",1959,TV-14,116 min,"Children & Family Movies, Horror Movies",Description for Title_1844
s1845,TV Show,Title_1845,Director_368,,Germany,"March 12, 2018",2017,TV-Y,3 Seasons,"Anime Series, Dramas",Description for Title_1845
s1846,Movie,Title_1846,Director_274,"Actor_63, Actor_331, Actor_999, Actor_299",Italy,"December 11, 2015",1992,TV-MA,145 min,Reality TV,Description for Title_1846
s1847,Movie,Title_1847,Director_437,"Actor_206, Actor_651, Actor_422, Actor_438",Canada,"June 24, 2008",1964,TV-PG,66 min,"Romantic Movies, Dramas, Docuseries",Description for Title_1847
s1848,Movie,Title_1848,Director_180,"Actor_335, Actor_384",India,"December 15, 2011",1966,TV-MA,112 min,Romantic Movies,Description for Title_1848
s1849,TV Show,Title_1849,Director_352,Actor_738,Argentina,"December 17, 2018",2001,TV-Y,7 Seasons,Action & Adventure,Description for Title_1849
s1850,Movie,Title_1850,Director_252,,India,"September 02, 2017",1978,PG,118 min,Dramas,Description for Title_1850
s1851,Movie,Title_1851,Director_408,Actor_971,United Kingdom,"November 28, 2019",2009,TV-G,176 min,"Docuseries, Children & Family Movies",Description for Title_1851
s1852,TV Show,Title_1852,Director_496,Actor_886,India,"March 23, 2012",2018,TV-Y,6 Seasons,Comedies,Description for Title_1852
s1853,TV Show,Title_1853,Director_188,"Actor_402, Actor_22, Actor_125, Actor_744, Actor_865",Canada,"September 07, 2021",1959,PG-13,4 Seasons,"Anime Series, Crime TV Shows, Horror Movies",Description for Title_1853
s1854,TV Show,Title_1854,Director_85,"Actor_552, Actor_687, Actor_351",United Kingdom,"November 24, 2013",1970,TV-MA,8 Seasons,"Action & Adventure, Anime Series",Description for Title_1854
s1855,TV Show,Title_1855,Director_103,"Actor_120, Actor_273, Actor_802, Actor_367",United States,"October 06, 2013",1971,TV-14,8 Seasons,"Children & Family Movies, Comedies",Description for Title_1855
s1856,Movie,Title_1856,Director_114,"Actor_596, Actor_324",Turkey,"May 06, 2017",1948,TV-14,140 min,"Comedies, Children & Family Movies, Romantic Movies",Description for Title_1856
s1857,TV Show,Title_1857,,,India,"March 15, 2017",1982,TV-PG,4 Seasons,"Horror Movies, Anime Series",Description for Title_1857
s1858,Movie,Title_1858,,Actor_367,Canada,"June 11, 2019",2015,PG-13,106 min,"Dramas, Anime Series",Description for Title_1858
s1859,TV Show,Title_1859,,"Actor_824, Actor_29, Actor_267, Actor_863",United States,"February 14, 2011",1978,TV-MA,9 Seasons,Anime Series,Description for Title_1859
s1860,TV Show,Title_1860,Director_355,"Actor_396, Actor_828",United States,"February 28, 2021",1968,TV-MA,6 Seasons,International Movies,Description for Title_1860
s1861,TV Show,Title_1861,Director_27,"Actor_645, Actor_990",United States,"October 27, 2012",1962,TV-14,9 Seasons,Crime TV Shows,Description for Title_1861
s1862,Movie,Title_1862,Director_80,,South Korea,"April 24, 2013",1984,TV-MA,126 min,"Stand-Up Comedy, Documentaries",Description for Title_1862
s1863,Movie,Title_1863,Director_472,"Actor_904, Actor_648, Actor_292",United States,"December 11, 2012",1992,R,173 min,Reality TV,Description for Title_1863
s1864,Movie,Title_1864,Director_335,Actor_292,Taiwan,"September 05, 2021",2012,TV-PG,94 min,"Dramas, Thrillers, Documentaries",Description for Title_1864
s1865,TV Show,Title_1865,Director_17,"Actor_586, Actor_941, Actor_360, Actor_771, Actor_96",United States,"September 08, 2016",1954,PG-13,6 Seasons,"International Movies, Documentaries",Description for Title_1865
s1866,TV Show,Title_1866,Director_474,"Actor_787, Actor_224, Actor_932, Actor_132",United States,"October 18, 2009",1994,TV-MA,8 Seasons,International Movies,Description for Title_1866
s1867,Movie,Title_1867,,"Actor_430, Actor_736, Actor_967, Actor_776, Actor_579",United States,"November 08, 2014",2004,G,108 min,"Stand-Up Comedy, Reality TV, International Movies",Description for Title_1867
s1868,Movie,Title_1868,Director_354,"Actor_994, Actor_742, Actor_58, Actor_737",United States,"October 20, 2009",1998,TV-MA,156 min,"Anime Series, Documentaries",Description for Title_1868
s1869,Movie,Title_1869,,"Actor_788, Actor_459, Actor_295, Actor_130, Actor_815",Australia,"October 09, 2015",1966,TV-14,151 min,"Sci-Fi & Fantasy, Documentaries",Description for Title_1869
s1870,TV Show,Title_1870,Director_452,"Actor_464, Actor_700, Actor_824",Turkey,"July 17, 2021",1954,R,7 Seasons,"Comedies, Romantic Movies",Description for Title_1870
s1871,TV Show,Title_1871,,"Actor_917, Actor_738",France,"August 07, 2019",1978,TV-MA,4 Seasons,"Crime TV Shows, Docuseries, Reality TV",Description for Title_1871
s1872,Movie,Title_1872,Director_306,Actor_511,United States,"September 19, 2014",1971,TV-MA,99 min,Sci-Fi & Fantasy,Description for Title_1872
s1873,Movie,Title_1873,,"Actor_704, Actor_851, Actor_854, Actor_242, Actor_216",United States,"November 20, 2010",1953,TV-MA,117 min,"Reality TV, Dramas, Romantic Movies",Description for Title_1873
s1874,TV Show,Title_1874,Director_198,"Actor_422, Actor_137",United Kingdom,"April 29, 2016",2006,TV-PG,9 Season,"Thrillers, Reality TV, Horror Movies",Description for Title_1874
s1875,TV Show,Title_1875,Director_397,"Actor_350, Actor_565",Egypt,"December 17, 2018",1959,TV-Y,9 Seasons,Docuseries,Description for Title_1875
s1876,Movie,Title_1876,Director_420,,United States,"May 27, 2014",2003,TV-PG,127 min,"Sci-Fi & Fantasy, Stand-Up Comedy",Description for Title_1876
s1877,Movie,Title_1877,Director_127,,Spain,"April 20, 2008",1965,TV-PG,69 min,Crime TV Shows,Description for Title_1877
s1878,Movie,Title_1878,Director_6,,India,"September 14, 2012",2001,TV-14,176 min,Sci-Fi & Fantasy,Description for Title_1878
s1879,Movie,Title_1879,,"Actor_499, Actor_847",United States,"October 01, 2019",1958,TV-MA,121 min,"Reality TV, Action & Adventure",Description for Title_1879
s1880,Movie,Title_1880,Director_240,"Actor_753, Actor_10, Actor_326, Actor_433",India,"May 05, 2008",2001,TV-MA,148 min,"Thrillers, Comedies",Description for Title_1880
s1881,Movie,Title_1881,Director_181,,United States,"September 18, 2008",1950,TV-Y,91 min,"Action & Adventure, Sci-Fi & Fantasy",Description for Title_1881
s1882,TV Show,Title_1882,Director_345,"Actor_491, Actor_578, Actor_154, Actor_244, Actor_977",Australia,"January 13, 2016",1993,TV-MA,8 Seasons,"Docuseries, Thrillers, Sci-Fi & Fantasy",Description for Title_1882
s1883,Movie,Title_1883,Director_324,,United States,"September 28, 2021",1956,UR,168 min,"Reality TV, Children & Family Movies",Description for Title_1883
s1884,TV Show,Title_1884,Director_294,Actor_382,Spain,"January 11, 2014",2018,TV-MA,5 Season,"Docuseries, Sci-Fi & Fantasy",Description for Title_1884
s1885,Movie,Title_1885,Director_6,"Actor_27, Actor_372, Actor_294",United States,"May 23, 2012",1969,R,68 min,Children & Family Movies,Description for Title_1885
s1886,Movie,Title_1886,Director_398,"Actor_733, Actor_83, Actor_872, Actor_965",Egypt,"July 05, 2019",1950,TV-G,62 min,Sci-Fi & Fantasy,Description for Title_1886
s1887,Movie,Title_1887,Director_84,"Actor_609, Actor_417",United States,"September 13, 2013",1997,TV-14,172 min,International Movies,Description for Title_1887
s1888,Movie,Title_1888,,,Turkey,"October 17, 2018",2016,PG-13,112 min,Sci-Fi & Fantasy,Description for Title_1888
s1889,TV Show,Title_1889,,"Actor_665, Actor_469, Actor_791, Actor_610",Germany,"October 16, 2009",1977,TV-14,3 Seasons,Documentaries,Description for Title_1889
s1890,TV Show,Title_1890,,"Actor_31, Actor_347, Actor_885, Actor_278, Actor_81",Egypt,"September 29, 2014",1997,TV-14,7 Seasons,Horror Movies,Description for Title_1890
s1891,Movie,Title_1891,Director_229,"Actor_787, Actor_123, Actor_789, Actor_65, Actor_847",United Kingdom,"October 11, 2008",2012,TV-MA,127 min,Documentaries,Description for Title_1891
